scenario_group,scenario_value,repeat_id,hedger,rho_stress,stress_share,lambda_daily,hedge_steps,strike_multiplier,avg_stress_fraction,runtime_seconds,model_initial_price,funding_initial_price,premium_adjustment,mean_pnl,std_pnl,median_pnl,q05_pnl,q01_pnl,min_pnl,max_pnl
strike_multiplier,1.0,2,constant,0.98,0.4,0.08,12,1.0,0.38125,0.3949027499766089,7.022332071114679,7.856107801817227,-0.8337757307025475,-0.01431699221806194,1.798829804954764,0.14128787716398467,-2.925790376021757,-4.840603147440559,-8.303453686884298,3.156522852725942
strike_multiplier,1.0,2,regime,0.98,0.4,0.08,12,1.0,0.38125,0.7896040839841589,7.856107801817227,7.856107801817227,0.0,-0.1123786982464908,1.7646828830195334,-0.03263768207221392,-2.671077794463831,-4.73948795367888,-7.266431667331552,3.249984521736124
strike_multiplier,1.0,3,constant,0.98,0.4,0.08,12,1.0,0.3572916666666667,0.400191624998115,7.02838840801207,7.826568509406727,-0.7981801013946574,-0.30668976391439784,2.0141813067020697,-0.06930399611001548,-4.325265756993716,-4.671198515471986,-5.024415516200949,3.409706119295297
strike_multiplier,1.0,3,regime,0.98,0.4,0.08,12,1.0,0.3572916666666667,0.7910392920020968,7.826568509406727,7.826568509406727,0.0,-0.4270800039005632,1.975560161500068,-0.13552955576832176,-4.276012324383222,-4.823721574733709,-4.995926736822404,3.2856474641702818
strike_multiplier,1.05,0,constant,0.98,0.4,0.08,12,1.05,0.3927083333333333,0.44131183298304677,4.831181199283191,5.590318115526197,-0.7591369162430066,-0.01966285520095241,1.8805879312264062,0.3250701507849577,-3.5933195987951887,-6.782076723658765,-7.401041496884048,3.5659177750452287
strike_multiplier,1.05,0,regime,0.98,0.4,0.08,12,1.05,0.3927083333333333,0.8260028749937192,5.590318115526197,5.590318115526197,0.0,-0.07425015262054654,1.8453436647665338,0.24260404820675063,-3.548209891939562,-5.2291520421226245,-5.615744801668512,3.6500974504198354
strike_multiplier,1.05,1,constant,0.98,0.4,0.08,12,1.05,0.35,0.42751604097429663,4.873822994692712,5.4663519119143915,-0.5925289172216797,0.01616039806243811,1.5328200579071312,0.041305413957530845,-2.5036177822947594,-4.053757447578624,-5.969522202758313,2.996602500175541
strike_multiplier,1.05,1,regime,0.98,0.4,0.08,12,1.05,0.35,0.8104466249933466,5.4663519119143915,5.4663519119143915,0.0,0.03759021738214892,1.5129240587380006,-0.01574471946712168,-2.320491024404433,-3.9291474057758693,-6.1150427880306,3.2501128406015525
strike_multiplier,1.05,2,constant,0.98,0.4,0.08,12,1.05,0.35,0.43902637501014397,4.793841714915116,5.298526413918571,-0.5046846990034553,-0.27486797502247595,1.78324080613056,-0.17613178166911803,-3.537436539902402,-4.246410418735852,-4.368335921058897,3.7078844620471685
strike_multiplier,1.05,2,regime,0.98,0.4,0.08,12,1.05,0.35,0.782765791984275,5.298526413918571,5.298526413918571,0.0,-0.28975968216193226,1.7875403296901853,-0.606862027080184,-3.129837002413315,-4.039664805803027,-4.1644081168903995,3.7966734759425833
strike_multiplier,1.05,3,constant,0.98,0.4,0.08,12,1.05,0.328125,0.3914681249880232,4.648371767343388,5.578064418051485,-0.9296926507080974,0.33476090418294846,2.2474396389107425,0.6877267510661724,-3.2765788830534888,-7.357469289759069,-11.88824077094145,3.7931556884913533
strike_multiplier,1.05,3,regime,0.98,0.4,0.08,12,1.05,0.328125,0.834098500024993,5.578064418051485,5.578064418051485,0.0,0.3202842545479173,2.282279449627156,0.5434823080757596,-3.406643606334624,-7.092651122510215,-11.294821930830366,3.960374953795565
